source;target;method;length_m;Country;geometry;diameter_mm;index;param;name;capacity_Mm^3/d;mm_len;id;country_code;uncertainty;tags
(1466435.5859103133, 7217227.415341691);(1494218.1478250448, 7221189.025784708);{'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'is_H_gas': 'make_Attrib(const)', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};18258.197;True;LINESTRING (1466435.5859103133 7217227.415341691, 1494218.1478250448 7221189.025784708);900.0;6027;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 54.245661, 'length_km': 18.258197, 'long_mean': 13.288948, 'max_cap_M_m3_per_d': 27.809143341935314, 'max_pressure_bar': 70.0, 'nuts_id_1': ['DE8', 'DE8'], 'nuts_id_2': ['DE80', 'DE80'], 'nuts_id_3': ['DE80L', 'DE80L'], 'path_lat': [54.22059], 'path_long': [13.27084], 'start_year': None};PLNG_2642_Seg_0_Seg_0_Seg_0;27.809143341935314;28063.5903591844;PLNG_2642_Seg_0_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 249.87054361567627, 'end_year': None, 'is_H_gas': 0.5, 'is_bothDirection': 0.5, 'lat_mean': 0.010394000000001569, 'length_km': 0.3333333333333333, 'long_mean': 0.12478750000000004, 'max_cap_M_m3_per_d': 24.306462524672494, 'max_pressure_bar': 11.06611831401779, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(1434380.5819389364, 7154219.495615357);(1481461.156819117, 7179735.298360051);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};33246.365;True;LINESTRING (1481461.156819117 7179735.298360051, 1434380.5819389364 7154219.495615357);400.0;4863;{'diameter_mm': 400.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 53.974754, 'length_km': 33.246365, 'long_mean': 13.126883, 'max_cap_M_m3_per_d': 2.549933272444444, 'max_pressure_bar': 25.0, 'nuts_id_1': ['DE8', 'DE8'], 'nuts_id_2': ['DE80', 'DE80'], 'nuts_id_3': ['DE80N', 'DE80J'], 'path_lat': [54.018305, 54.006907, 53.990797, 53.977666, 53.929938, 53.908101], 'path_long': [13.254114, 13.208447, 13.187843, 13.151589, 13.036346, 12.983274], 'start_year': None};LKD_PS_838_Seg_0_Seg_0;2.549933272444444;53550.319520563404;LKD_PS_838_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.06739100000000064, 'length_km': 0.125, 'long_mean': 0.2114659999999997, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(1481461.156819117, 7179735.298360051);(1498026.9442025365, 7148474.299203462);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_M_Heuristics.PipeSegment_capacity()', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};22202.429;True;LINESTRING (1498026.9442025365 7148474.299203462, 1481461.156819117 7179735.298360051);300.0;4871;{'diameter_mm': 300.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 53.982794, 'length_km': 22.202429, 'long_mean': 13.362438, 'max_cap_M_m3_per_d': 5.673398079561833, 'max_pressure_bar': 25.0, 'nuts_id_1': ['DE8', 'DE8'], 'nuts_id_2': ['DE80', 'DE80'], 'nuts_id_3': ['DE80N', 'DE80N'], 'path_lat': [53.941756, 53.960363, 53.976493, 54.027393, 54.037649], 'path_long': [13.402664, 13.397001, 13.348474, 13.306033, 13.317695], 'start_year': None};LKD_PS_847_Seg_0_Seg_0;5.673398079561833;35379.02457531719;LKD_PS_847_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.0825950000000013, 'length_km': 0.14285714285714285, 'long_mean': 0.07440650000000025, 'max_cap_M_m3_per_d': 1.2045422187088117, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(1481461.156819117, 7179735.298360051);(1522149.8778574388, 7165388.9449608615);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_M_Heuristics.PipeSegment_capacity()', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};30002.596;True;LINESTRING (1481461.156819117 7179735.298360051, 1522149.8778574388 7165388.9449608615);300.0;4872;{'diameter_mm': 300.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 54.049757, 'length_km': 30.002596, 'long_mean': 13.486377, 'max_cap_M_m3_per_d': 5.673398079561833, 'max_pressure_bar': 25.0, 'nuts_id_1': ['DE8', 'DE8'], 'nuts_id_2': ['DE80', 'DE80'], 'nuts_id_3': ['DE80N', 'DE80N'], 'path_lat': [54.065941, 54.073108, 54.079113, 54.07616, 54.077018, 54.071642, 54.027095, 54.002126], 'path_long': [13.374067, 13.395742, 13.405495, 13.432297, 13.470439, 13.51675, 13.633538, 13.653541], 'start_year': None};LKD_PS_848_Seg_0_Seg_0;5.673398079561833;43143.82778090966;LKD_PS_848_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.03786399999999901, 'length_km': 0.1, 'long_mean': 0.18275649999999996, 'max_cap_M_m3_per_d': 1.2045422187088117, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(1481461.156819117, 7179735.298360051);(1494218.1478250448, 7221189.025784708);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'raw', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'raw', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': 'raw'};25390.869;True;LINESTRING (1481461.156819117 7179735.298360051, 1494218.1478250448 7221189.025784708);1422.0;6018;{'diameter_mm': 1422.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 54.167699, 'length_km': 25.390869, 'long_mean': 13.367381, 'max_cap_M_m3_per_d': 54.7945, 'max_pressure_bar': 100.0, 'nuts_id_1': ['DE8', 'DE8'], 'nuts_id_2': ['DE80', 'DE80'], 'nuts_id_3': ['DE80N', 'DE80L'], 'path_lat': [54.18396], 'path_long': [13.37116], 'start_year': 2013};PLS_5342_Seg_0_Seg_0_Seg_0;54.7945;43372.25307639759;PLS_5342_Seg_0_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0, 'lat_mean': 0.10902100000000202, 'length_km': 0.3333333333333333, 'long_mean': 0.057299000000000426, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': 0};{}
(1364763.1535086755, 7042887.472712846);(1468149.5721100573, 7092583.564359161);{'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'is_H_gas': 'make_Attrib(const)', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};75444.539;True;LINESTRING (1364763.1535086755 7042887.472712846, 1468149.5721100573 7092583.564359161);900.0;4867;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 53.475493, 'length_km': 75.444539, 'long_mean': 12.663616, 'max_cap_M_m3_per_d': 27.809143341935314, 'max_pressure_bar': 70.0, 'nuts_id_1': ['DE4', 'DE8'], 'nuts_id_2': ['DE40', 'DE80'], 'nuts_id_3': ['DE40F', 'DE80J'], 'path_lat': [53.324062, 53.351781, 53.373657, 53.386123, 53.396257, 53.411277, 53.45474, 53.467845, 53.497683, 53.53297, 53.556259, 53.555684, 53.548156, 53.554389, 53.556374, 53.57734, 53.578818], 'path_long': [12.279215, 12.378844, 12.437624, 12.474969, 12.476293, 12.490145, 12.556501, 12.60639, 12.635517, 12.633463, 12.71228, 12.750411, 12.81924, 12.84559, 12.933087, 12.981808, 13.148838], 'start_year': None};LKD_PS_843_Seg_0_Seg_0;27.809143341935314;114710.30065403516;LKD_PS_843_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 249.87054361567627, 'end_year': None, 'is_H_gas': 0.5, 'is_bothDirection': 0.5, 'lat_mean': 0.1329115000000023, 'length_km': 0.05263157894736842, 'long_mean': 0.46436799999999945, 'max_cap_M_m3_per_d': 24.306462524672494, 'max_pressure_bar': 11.06611831401779, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(1468149.5721100573, 7092583.564359161);(1490334.9900277029, 7081801.43471904);{'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'is_H_gas': 'make_Attrib(const)', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};17068.905000000002;True;LINESTRING (1468149.5721100573 7092583.564359161, 1490334.9900277029 7081801.43471904);900.0;4868;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 53.573184, 'length_km': 17.068905, 'long_mean': 13.312491, 'max_cap_M_m3_per_d': 27.809143341935314, 'max_pressure_bar': 70.0, 'nuts_id_1': ['DE8', 'DE8'], 'nuts_id_2': ['DE80', 'DE80'], 'nuts_id_3': ['DE80J', 'DE80J'], 'path_lat': [53.599124, 53.588466, 53.580998, 53.572146, 53.552314], 'path_long': [13.26784, 13.307164, 13.326873, 13.352069, 13.356971], 'start_year': None};LKD_PS_843_Seg_0_Seg_4;27.809143341935314;24666.720247267647;LKD_PS_843_Seg_0_Seg_4;['DE', 'DE'];{'diameter_mm': 249.87054361567627, 'end_year': None, 'is_H_gas': 0.5, 'is_bothDirection': 0.5, 'lat_mean': 0.028766000000000954, 'length_km': 0.14285714285714285, 'long_mean': 0.09964750000000056, 'max_cap_M_m3_per_d': 24.306462524672494, 'max_pressure_bar': 11.06611831401779, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(1468149.5721100573, 7092583.564359161);(1480003.7620456514, 7089980.019834394);{'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'is_H_gas': 'make_Attrib(const)', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'raw', 'path_long': 'raw', 'start_year': None};7199.526;True;LINESTRING (1468149.5721100573 7092583.564359161, 1480003.7620456514 7089980.019834394);900.0;5557;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 53.581442, 'length_km': 7.199526, 'long_mean': 13.241856, 'max_cap_M_m3_per_d': 27.809143341935314, 'max_pressure_bar': 70.0, 'nuts_id_1': ['DE8', 'DE8'], 'nuts_id_2': ['DE80', 'DE80'], 'nuts_id_3': ['DE80J', 'DE80J'], 'path_lat': [], 'path_long': [], 'start_year': None};EntsoG_Map__ST_241;27.809143341935314;12136.731978650057;EntsoG_Map__ST_241;['DE', 'DE'];{'diameter_mm': 249.87054361567627, 'end_year': None, 'is_H_gas': 0.5, 'is_bothDirection': 0.5, 'lat_mean': 0.006942500000000962, 'length_km': 0.5, 'long_mean': 0.053244000000000284, 'max_cap_M_m3_per_d': 24.306462524672494, 'max_pressure_bar': 11.06611831401779, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(1490334.9900277029, 7081801.43471904);(1498372.813860431, 7110956.2458760785);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_M_Heuristics.PipeSegment_capacity()', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};19005.424000000003;True;LINESTRING (1498372.813860431 7110956.2458760785, 1490334.9900277029 7081801.43471904);300.0;4875;{'diameter_mm': 300.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 53.609996, 'length_km': 19.005424, 'long_mean': 13.432946, 'max_cap_M_m3_per_d': 5.673398079561833, 'max_pressure_bar': 25.0, 'nuts_id_1': ['DE8', 'DE8'], 'nuts_id_2': ['DE80', 'DE80'], 'nuts_id_3': ['DE80J', 'DE80J'], 'path_lat': [53.658762, 53.606243, 53.567881], 'path_long': [13.460641, 13.420823, 13.435248], 'start_year': None};LKD_PS_852_Seg_0_Seg_0;5.673398079561833;30242.513545810743;LKD_PS_852_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.07769300000000001, 'length_km': 0.2, 'long_mean': 0.03610250000000015, 'max_cap_M_m3_per_d': 1.2045422187088117, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(1490334.9900277029, 7081801.43471904);(1457746.5430564443, 7053449.076453248);{'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'is_H_gas': 'make_Attrib(const)', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};27221.571;True;LINESTRING (1490334.9900277029 7081801.43471904, 1457746.5430564443 7053449.076453248);900.0;4876;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 53.48147, 'length_km': 27.221571, 'long_mean': 13.274796, 'max_cap_M_m3_per_d': 27.809143341935314, 'max_pressure_bar': 70.0, 'nuts_id_1': ['DE8', 'DE8'], 'nuts_id_2': ['DE80', 'DE80'], 'nuts_id_3': ['DE80J', 'DE80J'], 'path_lat': [53.530797, 53.522883, 53.500625, 53.491642, 53.477959, 53.463292, 53.435984], 'path_long': [13.339806, 13.336117, 13.322149, 13.299761, 13.253217, 13.238137, 13.200912], 'start_year': None};LKD_PS_853_Seg_0_Seg_0;27.809143341935314;43195.63745600197;LKD_PS_853_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 249.87054361567627, 'end_year': None, 'is_H_gas': 0.5, 'is_bothDirection': 0.5, 'lat_mean': 0.07582899999999881, 'length_km': 0.1111111111111111, 'long_mean': 0.14637350000000013, 'max_cap_M_m3_per_d': 24.306462524672494, 'max_pressure_bar': 11.06611831401779, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(1498372.813860431, 7110956.2458760785);(1491331.8560677567, 7117544.469830207);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};6233.406;True;LINESTRING (1498372.813860431 7110956.2458760785, 1491331.8560677567 7117544.469830207);400.0;4869;{'diameter_mm': 400.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 53.701269, 'length_km': 6.233406, 'long_mean': 13.439649, 'max_cap_M_m3_per_d': 2.549933272444444, 'max_pressure_bar': 25.0, 'nuts_id_1': ['DE8', 'DE8'], 'nuts_id_2': ['DE80', 'DE80'], 'nuts_id_3': ['DE80J', 'DE80J'], 'path_lat': [53.696295], 'path_long': [13.461972], 'start_year': None};LKD_PS_844_Seg_0_Seg_0;2.549933272444444;9642.602424033152;LKD_PS_844_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.017516999999998006, 'length_km': 0.3333333333333333, 'long_mean': 0.03162500000000001, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(1498372.813860431, 7110956.2458760785);(1498026.9442025365, 7148474.299203462);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_M_Heuristics.PipeSegment_capacity()', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};25152.373;True;LINESTRING (1498372.813860431 7110956.2458760785, 1498026.9442025365 7148474.299203462);300.0;4870;{'diameter_mm': 300.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 53.799791, 'length_km': 25.152373, 'long_mean': 13.430838, 'max_cap_M_m3_per_d': 5.673398079561833, 'max_pressure_bar': 25.0, 'nuts_id_1': ['DE8', 'DE8'], 'nuts_id_2': ['DE80', 'DE80'], 'nuts_id_3': ['DE80J', 'DE80N'], 'path_lat': [53.735783, 53.783667, 53.835549, 53.872151], 'path_long': [13.384534, 13.412411, 13.415411, 13.455552], 'start_year': None};LKD_PS_845_Seg_0_Seg_0;5.673398079561833;37519.64753694579;LKD_PS_845_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.09955949999999802, 'length_km': 0.16666666666666666, 'long_mean': 0.0015534999999999854, 'max_cap_M_m3_per_d': 1.2045422187088117, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(1498026.9442025365, 7148474.299203462);(1522149.8778574388, 7165388.9449608615);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_M_Heuristics.PipeSegment_capacity()', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};32803.854;True;LINESTRING (1522149.8778574388 7165388.9449608615, 1498026.9442025365 7148474.299203462);300.0;4874;{'diameter_mm': 300.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 53.920439, 'length_km': 32.803854, 'long_mean': 13.595062, 'max_cap_M_m3_per_d': 5.673398079561833, 'max_pressure_bar': 25.0, 'nuts_id_1': ['DE8', 'DE8'], 'nuts_id_2': ['DE80', 'DE80'], 'nuts_id_3': ['DE80N', 'DE80N'], 'path_lat': [53.960304, 53.884443, 53.90012, 53.917128, 53.915349, 53.925993], 'path_long': [13.690035, 13.724765, 13.69765, 13.536268, 13.501026, 13.480045], 'start_year': None};LKD_PS_850_Seg_0_Seg_0;5.673398079561833;29462.19898814631;LKD_PS_850_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.04473100000000229, 'length_km': 0.125, 'long_mean': 0.10834999999999972, 'max_cap_M_m3_per_d': 1.2045422187088117, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(1498026.9442025365, 7148474.299203462);(1494817.0466855122, 7190754.519435283);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'raw', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'M_Heuristics.app_Phys_Heur_Move_Capacity()', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': 'raw'};24904.858999999997;True;LINESTRING (1494817.0466855122 7190754.519435283, 1498026.9442025365 7148474.299203462);1400.0;6296;{'diameter_mm': 1400.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 53.996989, 'length_km': 24.904859, 'long_mean': 13.442602, 'max_cap_M_m3_per_d': 153.25380481382516, 'max_pressure_bar': 100.0, 'nuts_id_1': ['DE8', 'DE8'], 'nuts_id_2': ['DE80', 'DE80'], 'nuts_id_3': ['DE80N', 'DE80N'], 'path_lat': [53.99699], 'path_long': [13.44263], 'start_year': 2011};PLNG_2643_Seg_0_Seg_1_Seg_0;153.25380481382516;42401.892232789214;PLNG_2643_Seg_0_Seg_1_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0, 'lat_mean': 0.1116310000000027, 'length_km': 0.3333333333333333, 'long_mean': 0.014417500000000414, 'max_cap_M_m3_per_d': 0.0, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': 0};{}
