source;target;method;length_m;Country;geometry;diameter_mm;index;param;name;capacity_Mm^3/d;mm_len;id;country_code;uncertainty;tags
(974725.4838909089, 6890761.766645793);(936047.9720927493, 6910558.705946926);{'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};26397.509;True;LINESTRING (936047.9720927493 6910558.705946926, 974725.4838909089 6890761.766645793);900.0;5053;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0, 'lat_mean': 52.552535, 'length_km': 26.397509, 'long_mean': 8.582385, 'max_cap_M_m3_per_d': 27.809143341935314, 'max_pressure_bar': 70.0, 'nuts_id_1': ['DE9', 'DE9'], 'nuts_id_2': ['DE92', 'DE92'], 'nuts_id_3': ['DE922', 'DE927'], 'path_lat': [], 'path_long': [], 'start_year': None};LKD_PS_1205_Seg_0_Seg_0;27.809143341935314;43449.61132840572;LKD_PS_1205_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 249.87054361567627, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.05406599999999883, 'length_km': 0.5, 'long_mean': 0.17372299999999985, 'max_cap_M_m3_per_d': 24.306462524672494, 'max_pressure_bar': 11.06611831401779, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(974725.4838909089, 6890761.766645793);(936047.9720927493, 6910558.705946926);{'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};26397.509;True;LINESTRING (936047.9720927493 6910558.705946926, 974725.4838909089 6890761.766645793);900.0;5066;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0, 'lat_mean': 52.552535, 'length_km': 26.397509, 'long_mean': 8.582385, 'max_cap_M_m3_per_d': 27.809143341935314, 'max_pressure_bar': 70.0, 'nuts_id_1': ['DE9', 'DE9'], 'nuts_id_2': ['DE92', 'DE92'], 'nuts_id_3': ['DE922', 'DE927'], 'path_lat': [], 'path_long': [], 'start_year': None};LKD_PS_1218_Seg_0_Seg_0;27.809143341935314;43449.61132840572;LKD_PS_1218_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 249.87054361567627, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.05406599999999883, 'length_km': 0.5, 'long_mean': 0.17372299999999985, 'max_cap_M_m3_per_d': 24.306462524672494, 'max_pressure_bar': 11.06611831401779, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(974725.4838909089, 6890761.766645793);(1080729.357679313, 6838397.221404291);{'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};72154.654;True;LINESTRING (974725.4838909089 6890761.766645793, 1080729.357679313 6838397.221404291);900.0;5054;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0, 'lat_mean': 52.347698, 'length_km': 72.154654, 'long_mean': 9.256424, 'max_cap_M_m3_per_d': 27.809143341935314, 'max_pressure_bar': 70.0, 'nuts_id_1': ['DE9', 'DE9'], 'nuts_id_2': ['DE92', 'DE92'], 'nuts_id_3': ['DE927', 'DE929'], 'path_lat': [52.43709, 52.37536, 52.31327, 52.250833], 'path_long': [8.96165, 9.16661, 9.371, 9.574822], 'start_year': None};LKD_PS_1206_Seg_0_Seg_0;27.809143341935314;118232.2581045344;LKD_PS_1206_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 249.87054361567627, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.14365199999999945, 'length_km': 0.16666666666666666, 'long_mean': 0.4761245, 'max_cap_M_m3_per_d': 24.306462524672494, 'max_pressure_bar': 11.06611831401779, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(974725.4838909089, 6890761.766645793);(994514.415810757, 6903583.054537231);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'raw', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'raw', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};14331.719;True;LINESTRING (974725.4838909089 6890761.766645793, 994514.415810757 6903583.054537231);1422.0;5065;{'diameter_mm': 1422.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 52.5335, 'length_km': 14.331719, 'long_mean': 8.844991, 'max_cap_M_m3_per_d': 54.7945, 'max_pressure_bar': 100.0, 'nuts_id_1': ['DE9', 'DE9'], 'nuts_id_2': ['DE92', 'DE92'], 'nuts_id_3': ['DE927', 'DE927'], 'path_lat': [], 'path_long': [], 'start_year': None};LKD_PS_1217_Seg_0_Seg_0;54.7945;23579.3818774692;LKD_PS_1217_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0, 'lat_mean': 0.0350305000000013, 'length_km': 0.5, 'long_mean': 0.08888350000000055, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(974725.4838909089, 6890761.766645793);(994514.415810757, 6903583.054537231);{'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'is_H_gas': 'make_Attrib(const)', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};14331.719;True;LINESTRING (974725.4838909089 6890761.766645793, 994514.415810757 6903583.054537231);900.0;5070;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 52.5335, 'length_km': 14.331719, 'long_mean': 8.844991, 'max_cap_M_m3_per_d': 27.809143341935314, 'max_pressure_bar': 70.0, 'nuts_id_1': ['DE9', 'DE9'], 'nuts_id_2': ['DE92', 'DE92'], 'nuts_id_3': ['DE927', 'DE927'], 'path_lat': [], 'path_long': [], 'start_year': None};LKD_PS_1223_Seg_0_Seg_0;27.809143341935314;23579.3818774692;LKD_PS_1223_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 249.87054361567627, 'end_year': None, 'is_H_gas': 0.5, 'is_bothDirection': 0.5, 'lat_mean': 0.0350305000000013, 'length_km': 0.5, 'long_mean': 0.08888350000000055, 'max_cap_M_m3_per_d': 24.306462524672494, 'max_pressure_bar': 11.06611831401779, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(974725.4838909089, 6890761.766645793);(980497.5108080312, 6923324.457251651);{'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};20075.696;True;LINESTRING (974725.4838909089 6890761.766645793, 980497.5108080312 6923324.457251651);900.0;5067;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0, 'lat_mean': 52.587328, 'length_km': 20.075696, 'long_mean': 8.782034, 'max_cap_M_m3_per_d': 27.809143341935314, 'max_pressure_bar': 70.0, 'nuts_id_1': ['DE9', 'DE9'], 'nuts_id_2': ['DE92', 'DE92'], 'nuts_id_3': ['DE927', 'DE922'], 'path_lat': [], 'path_long': [], 'start_year': None};LKD_PS_1220_Seg_0_Seg_0;27.809143341935314;33070.305626420195;LKD_PS_1220_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 249.87054361567627, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.08885899999999934, 'length_km': 0.5, 'long_mean': 0.025925500000000486, 'max_cap_M_m3_per_d': 24.306462524672494, 'max_pressure_bar': 11.06611831401779, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(1034640.750781591, 6880606.879144874);(1065634.7686862175, 6878591.31512336);{'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'is_H_gas': 'make_Attrib(const)', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};18919.474000000002;True;LINESTRING (1034640.750781591 6880606.879144874, 1065634.7686862175 6878591.31512336);900.0;4337;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 52.43738, 'length_km': 18.919474, 'long_mean': 9.433548, 'max_cap_M_m3_per_d': 27.809143341935314, 'max_pressure_bar': 70.0, 'nuts_id_1': ['DE9', 'DE9'], 'nuts_id_2': ['DE92', 'DE92'], 'nuts_id_3': ['DE929', 'DE929'], 'path_lat': [], 'path_long': [], 'start_year': None};LKD_PS_66_Seg_0_Seg_2;27.809143341935314;31059.485575217255;LKD_PS_66_Seg_0_Seg_2;['DE', 'DE'];{'diameter_mm': 249.87054361567627, 'end_year': None, 'is_H_gas': 0.5, 'is_bothDirection': 0.5, 'lat_mean': 0.005518999999999607, 'length_km': 0.5, 'long_mean': 0.13921200000000056, 'max_cap_M_m3_per_d': 24.306462524672494, 'max_pressure_bar': 11.06611831401779, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(1034640.750781591, 6880606.879144874);(1042852.1217004661, 6876152.241206993);{'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'is_H_gas': 'make_Attrib(const)', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'raw', 'path_long': 'raw', 'start_year': None};5691.338;True;LINESTRING (1034640.750781591 6880606.879144874, 1042852.1217004661 6876152.241206993);900.0;5481;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 52.4307, 'length_km': 5.691338, 'long_mean': 9.331218, 'max_cap_M_m3_per_d': 27.809143341935314, 'max_pressure_bar': 70.0, 'nuts_id_1': ['DE9', 'DE9'], 'nuts_id_2': ['DE92', 'DE92'], 'nuts_id_3': ['DE929', 'DE929'], 'path_lat': [], 'path_long': [], 'start_year': None};EntsoG_Map__ST_158;27.809143341935314;9341.863386121462;EntsoG_Map__ST_158;['DE', 'DE'];{'diameter_mm': 249.87054361567627, 'end_year': None, 'is_H_gas': 0.5, 'is_bothDirection': 0.5, 'lat_mean': 0.012199499999997697, 'length_km': 0.5, 'long_mean': 0.036882000000000296, 'max_cap_M_m3_per_d': 24.306462524672494, 'max_pressure_bar': 11.06611831401779, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(891855.4700817092, 6857668.450768503);(877280.9657495999, 6880025.786876196);{'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};16278.579;True;LINESTRING (891855.4700817092 6857668.450768503, 877280.9657495999 6880025.786876196);900.0;4339;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0, 'lat_mean': 52.378416, 'length_km': 16.278579, 'long_mean': 7.946212, 'max_cap_M_m3_per_d': 27.809143341935314, 'max_pressure_bar': 70.0, 'nuts_id_1': ['DE9', 'DE9'], 'nuts_id_2': ['DE94', 'DE94'], 'nuts_id_3': ['DE944', 'DE94E'], 'path_lat': [], 'path_long': [], 'start_year': None};LKD_PS_68_Seg_0_Seg_0;27.809143341935314;26688.324307813207;LKD_PS_68_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 249.87054361567627, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.06130050000000153, 'length_km': 0.5, 'long_mean': 0.06546249999999974, 'max_cap_M_m3_per_d': 24.306462524672494, 'max_pressure_bar': 11.06611831401779, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(891855.4700817092, 6857668.450768503);(899829.2852072314, 6839715.897582878);{'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};12011.721;True;LINESTRING (899829.2852072314 6839715.897582878, 891855.4700817092 6857668.450768503);900.0;4342;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0, 'lat_mean': 52.26777, 'length_km': 12.011721, 'long_mean': 8.047489, 'max_cap_M_m3_per_d': 27.809143341935314, 'max_pressure_bar': 70.0, 'nuts_id_1': ['DE9', 'DE9'], 'nuts_id_2': ['DE94', 'DE94'], 'nuts_id_3': ['DE94E', 'DE944'], 'path_lat': [], 'path_long': [], 'start_year': None};LKD_PS_71_Seg_0_Seg_0;27.809143341935314;19643.724024194118;LKD_PS_71_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 249.87054361567627, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.04934649999999863, 'length_km': 0.5, 'long_mean': 0.035815000000000374, 'max_cap_M_m3_per_d': 24.306462524672494, 'max_pressure_bar': 11.06611831401779, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(891855.4700817092, 6857668.450768503);(918738.2365523585, 6873206.658951779);{'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};18947.164;True;LINESTRING (918738.2365523585 6873206.658951779, 891855.4700817092 6857668.450768503);900.0;5051;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0, 'lat_mean': 52.359737, 'length_km': 18.947164, 'long_mean': 8.13242, 'max_cap_M_m3_per_d': 27.809143341935314, 'max_pressure_bar': 70.0, 'nuts_id_1': ['DE9', 'DE9'], 'nuts_id_2': ['DE94', 'DE94'], 'nuts_id_3': ['DE94E', 'DE944'], 'path_lat': [], 'path_long': [], 'start_year': None};LKD_PS_1203_Seg_0_Seg_0;27.809143341935314;31050.26645074525;LKD_PS_1203_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 249.87054361567627, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.042621499999999195, 'length_km': 0.5, 'long_mean': 0.12074600000000045, 'max_cap_M_m3_per_d': 24.306462524672494, 'max_pressure_bar': 11.06611831401779, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(891855.4700817092, 6857668.450768503);(918738.2365523585, 6873206.658951779);{'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};52978.528;True;LINESTRING (891855.4700817092 6857668.450768503, 918738.2365523585 6873206.658951779);900.0;5052;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0, 'lat_mean': 52.272643, 'length_km': 52.978528, 'long_mean': 8.077329, 'max_cap_M_m3_per_d': 27.809143341935314, 'max_pressure_bar': 70.0, 'nuts_id_1': ['DE9', 'DE9'], 'nuts_id_2': ['DE94', 'DE94'], 'nuts_id_3': ['DE944', 'DE94E'], 'path_lat': [52.212338, 52.15876], 'path_long': [7.950805, 8.093671], 'start_year': None};LKD_PS_1204_Seg_0_Seg_0;27.809143341935314;31050.26645074525;LKD_PS_1204_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 249.87054361567627, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.042621499999999195, 'length_km': 0.25, 'long_mean': 0.12074600000000045, 'max_cap_M_m3_per_d': 24.306462524672494, 'max_pressure_bar': 11.06611831401779, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(844758.4199168911, 6798911.929687083);(841801.3289634584, 6843306.557730438);{'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};27299.657;True;LINESTRING (844758.4199168911 6798911.929687083, 841801.3289634584 6843306.557730438);900.0;4347;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0, 'lat_mean': 52.115734, 'length_km': 27.299657, 'long_mean': 7.575312, 'max_cap_M_m3_per_d': 27.809143341935314, 'max_pressure_bar': 70.0, 'nuts_id_1': ['DEA', 'DEA'], 'nuts_id_2': ['DEA3', 'DEA3'], 'nuts_id_3': ['DEA33', 'DEA37'], 'path_lat': [], 'path_long': [], 'start_year': None};LKD_PS_75_Seg_0_Seg_2;27.809143341935314;44493.00378727821;LKD_PS_75_Seg_0_Seg_2;['DE', 'DE'];{'diameter_mm': 249.87054361567627, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.12244600000000005, 'length_km': 0.5, 'long_mean': 0.013281999999999794, 'max_cap_M_m3_per_d': 24.306462524672494, 'max_pressure_bar': 11.06611831401779, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(844758.4199168911, 6798911.929687083);(850625.6249986414, 6791107.91838134);{'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'is_H_gas': 'make_Attrib(const)', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'raw', 'path_long': 'raw', 'start_year': None};6009.99;True;LINESTRING (844758.4199168911 6798911.929687083, 850625.6249986414 6791107.91838134);900.0;5499;{'diameter_mm': 900.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 51.971694, 'length_km': 6.00999, 'long_mean': 7.614947, 'max_cap_M_m3_per_d': 27.809143341935314, 'max_pressure_bar': 70.0, 'nuts_id_1': ['DEA', 'DEA'], 'nuts_id_2': ['DEA3', 'DEA3'], 'nuts_id_3': ['DEA33', 'DEA33'], 'path_lat': [], 'path_long': [], 'start_year': None};EntsoG_Map__ST_177;27.809143341935314;9763.53869923602;EntsoG_Map__ST_177;['DE', 'DE'];{'diameter_mm': 249.87054361567627, 'end_year': None, 'is_H_gas': 0.5, 'is_bothDirection': 0.5, 'lat_mean': 0.021594000000000335, 'length_km': 0.5, 'long_mean': 0.026353000000000293, 'max_cap_M_m3_per_d': 24.306462524672494, 'max_pressure_bar': 11.06611831401779, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
